SCENE ID,START TIME,END TIME
"1","00:00:00","00:03:15"
"1--7","00:03:15","00:04:57"
"7","00:04:57","00:05:29"
"8","00:05:29","00:06:11"
"9","00:06:11","00:06:35"
"10","00:06:35","00:07:00"
"11","00:07:00","00:07:12"
"12","00:07:12","00:07:22"
"12--14","00:07:22","00:07:53"
"14","00:07:53","00:07:56"
"14--16","00:07:56","00:08:32"
"16","00:08:32","00:08:48"
"16--18","00:08:48","00:09:07"
"18","00:09:07","00:10:57"
"19","00:10:57","00:11:23"
"19--24","00:11:23","00:14:54"
"24","00:14:54","00:15:00"
"24--26","00:15:00","00:15:50"
"26","00:15:50","00:15:52"
"26--28","00:15:52","00:15:56"
"28","00:15:56","00:16:32"
"29","00:16:32","00:19:40"
"30","00:19:40","00:23:31"
"31","00:23:31","00:25:32"
"31--33","00:25:32","00:26:20"
"33","00:26:20","00:26:32"
"34","00:26:32","00:27:15"
"34--36","00:27:15","00:27:45"
"36","00:27:45","00:27:48"
"36--38","00:27:48","00:27:54"
"38","00:27:54","00:27:59"
"38--41","00:27:59","00:28:22"
"41","00:28:22","00:28:29"
"42","00:28:29","00:28:32"
"42--44","00:28:32","00:28:36"
"44","00:28:36","00:28:40"
"45","00:28:40","00:28:47"
"46","00:28:47","00:28:55"
"47","00:28:55","00:32:00"
"48","00:32:00","00:32:37"
"49","00:32:37","00:36:56"
"50","00:36:56","00:39:05"
"51","00:39:05","00:40:11"
"52","00:40:11","00:41:22"
"53","00:41:22","00:42:22"
"54","00:42:22","00:42:50"
"55","00:42:50","00:43:58"
"56","00:43:58","00:44:51"
"57","00:44:51","00:47:31"
"58","00:47:31","00:47:41"
"59","00:47:41","00:49:52"
"60","00:49:52","00:49:57"
"61","00:49:57","00:51:18"
"61--63","00:51:18","00:51:28"
"63","00:51:28","00:51:46"
"64","00:51:46","00:52:12"
"65","00:52:12","00:52:32"
"66","00:52:32","00:54:30"
"66--68","00:54:30","00:54:40"
"68","00:54:40","00:54:54"
"68--70","00:54:54","00:54:59"
"70","00:54:59","00:55:03"
"71","00:55:03","00:55:16"
"72","00:55:16","00:55:19"
"73","00:55:19","00:55:36"
"73--77","00:55:36","00:55:57"
"77","00:55:57","00:55:59"
"77--79","00:55:59","00:56:19"
"79","00:56:19","00:56:25"
"79--81","00:56:25","00:56:29"
"81","00:56:29","00:56:52"
"81--84","00:56:52","00:57:13"
"84","00:57:13","00:58:51"
"85","00:58:51","00:58:56"
"86","00:58:56","01:02:44"
"87","01:02:44","01:03:10"
"87--89","01:03:10","01:03:13"
"89","01:03:13","01:03:55"
"89--91","01:03:55","01:03:59"
"91","01:03:59","01:04:07"
"91--93","01:04:07","01:04:14"
"93","01:04:14","01:04:20"
"93--95","01:04:20","01:04:22"
"95","01:04:22","01:05:13"
"95--98","01:05:13","01:05:49"
"98","01:05:49","01:05:51"
"98--100","01:05:51","01:05:56"
"100","01:05:56","01:06:01"
"101","01:06:01","01:06:16"
"102","01:06:16","01:06:59"
"103","01:06:59","01:07:40"
"104","01:07:40","01:08:21"
"105","01:08:21","01:12:36"
"106","01:12:36","01:13:32"
"106--108","01:13:32","01:14:06"
"108","01:14:06","01:14:17"
"109","01:14:17","01:15:56"
"110","01:15:56","01:16:25"
"111","01:16:25","01:17:07"
"112","01:17:07","01:17:32"
"112--114","01:17:32","01:17:40"
"114","01:17:40","01:19:01"
"115","01:19:01","01:21:44"
"116","01:21:44","01:21:54"
"117","01:21:54","01:23:20"
"117--119","01:23:20","01:23:22"
"119","01:23:22","01:23:24"
"120","01:23:24","01:23:27"
"121","01:23:27","01:23:30"
"122","01:23:30","01:23:38"
"123","01:23:38","01:23:48"
"124","01:23:48","01:24:02"
"125","01:24:02","01:24:10"
"126","01:24:10","01:24:13"
"127","01:24:13","01:24:26"
"128","01:24:26","01:24:46"
"129","01:24:46","01:24:56"
"130","01:24:56","01:26:24"
"131","01:26:24","01:26:36"
"132","01:26:36","01:26:38"
"133","01:26:38","01:26:42"
"134","01:26:42","01:27:34"
"134--136","01:27:34","01:27:59"
"136","01:27:59","01:29:13"
"136--138","01:29:13","01:29:27"
"138","01:29:27","01:29:42"
"139","01:29:42","01:29:56"
"140","01:29:56","01:30:58"
"141","01:30:58","01:31:42"
"141--145","01:31:42","01:32:42"
"145","01:32:42","01:33:07"
"145--148","01:33:07","01:33:42"
"148","01:33:42","01:33:45"
"149","01:33:45","01:34:02"
"149--153","01:34:02","01:34:21"
"153","01:34:21","01:34:24"
"153--157","01:34:24","01:34:32"
"157","01:34:32","01:34:33"
"157--164","01:34:33","01:34:51"
"164","01:34:51","01:34:53"
"164--170","01:34:53","01:35:01"
"170","01:35:01","01:35:08"
"170--180","01:35:08","01:35:30"
"180","01:35:30","01:35:35"
"180--182","01:35:35","01:35:38"
"182","01:35:38","01:35:40"
"182--188","01:35:40","01:36:11"
"188","01:36:11","01:36:15"
"189","01:36:15","01:36:18"
"189--191","01:36:18","01:36:39"
"191","01:36:39","01:36:49"
"192","01:36:49","01:38:01"
"192--197","01:38:01","01:38:55"
"197","01:38:55","01:39:15"
"197--199","01:39:15","01:39:32"
"199","01:39:32","01:39:42"
"199--201","01:39:42","01:40:25"
"201","01:40:25","01:41:05"
"201--203","01:41:05","01:41:09"
"203","01:41:09","01:41:22"
"204","01:41:22","01:42:34"
"205","01:42:34","01:45:02"
"205--207","01:45:02","01:45:12"
"207","01:45:12","01:45:18"
"207--210","01:45:18","01:45:31"
"210","01:45:31","01:45:33"
"210--212","01:45:33","01:45:40"
"212","01:45:40","01:45:44"
"212--217","01:45:44","01:45:45"
"217","01:45:45","01:45:46"
"217--219","01:45:46","01:45:50"
"219","01:45:50","01:45:52"
"220","01:45:52","01:45:55"
"220--222","01:45:55","01:45:56"
"222","01:45:56","01:45:57"
"222--224","01:45:57","01:45:59"
"224","01:45:59","01:46:04"
"225","01:46:04","01:46:07"
"225--227","01:46:07","01:46:10"
"227","01:46:10","01:46:13"
"228","01:46:13","01:46:17"
"228--232","01:46:17","01:46:31"
"232","01:46:31","01:46:34"
"232--237","01:46:34","01:46:42"
"237","01:46:42","01:46:43"
"237--239","01:46:43","01:46:48"
"239","01:46:48","01:46:49"
"239--241","01:46:49","01:46:51"
"241","01:46:51","01:46:53"
"242","01:46:53","01:46:56"
"242--244","01:46:56","01:47:07"
"244","01:47:07","01:47:08"
"244--247","01:47:08","01:47:11"
"247","01:47:11","01:47:15"
"247--255","01:47:15","01:47:58"
"255","01:47:58","01:47:59"
"255--257","01:47:59","01:48:00"
"257","01:48:01","01:48:02"
"257--260","01:48:02","01:48:07"
"260","01:48:07","01:48:17"
"260--262","01:48:17","01:48:19"
"262","01:48:19","01:48:21"
"262--268","01:48:21","01:48:40"
"268","01:48:40","01:48:43"
"269","01:48:43","01:48:47"
"270","01:48:47","01:48:49"
"270--274","01:48:49","01:48:55"
"274","01:48:55","01:48:58"
"275","01:48:58","01:49:00"
"276","01:49:00","01:49:03"
"277","01:49:03","01:49:05"
"278","01:49:05","01:49:07"
"278--280","01:49:07","01:49:11"
"280","01:49:11","01:49:12"
"280--284","01:49:12","01:49:16"
"284","01:49:16","01:49:17"
"284--287","01:49:17","01:49:24"
"287","01:49:24","01:49:28"
"288","01:49:28","01:49:30"
"289","01:49:30","01:49:31"
"289--291","01:49:31","01:49:32"
"291","01:49:32","01:49:35"
"291--293","01:49:35","01:49:37"
"293","01:49:37","01:49:39"
"293--295","01:49:39","01:49:42"
"295","01:49:42","01:49:48"
"295--298","01:49:48","01:49:52"
"298","01:49:52","01:49:56"
"298--302","01:49:56","01:50:01"
"302","01:50:01","01:50:07"
"302--304","01:50:07","01:50:09"
"304","01:50:09","01:50:12"
"305","01:50:12","01:50:21"
"306","01:50:21","01:50:26"
"307","01:50:26","01:50:28"
"307--309","01:50:28","01:50:30"
"309","01:50:30","01:50:34"
"309--316","01:50:34","01:50:48"
"316","01:50:48","01:50:51"
"317","01:50:51","01:50:52"
"318","01:50:52","01:50:53"
"318--320","01:50:53","01:50:54"
"320","01:50:54","01:50:55"
"320--324","01:50:55","01:50:58"
"324","01:50:58","01:51:01"
"325","01:51:01","01:51:03"
"326","01:51:03","01:51:04"
"327","01:51:04","01:51:06"
"327--330","01:51:06","01:51:20"
"330","01:51:20","01:51:23"
"330--332","01:51:23","01:51:26"
"332","01:51:26","01:51:33"
"333","01:51:33","01:51:36"
"334","01:51:36","01:51:42"
"334--338","01:51:42","01:51:50"
"338","01:51:50","01:51:52"
"338--342","01:51:52","01:51:56"
"342","01:51:56","01:51:58"
"342--345","01:51:58","01:52:03"
"345","01:52:03","01:52:05"
"346","01:52:05","01:52:07"
"347","01:52:07","01:52:08"
"348","01:52:08","01:52:09"
"348--350","01:52:09","01:52:11"
"350","01:52:11","01:52:12"
"350--352","01:52:12","01:52:13"
"352","01:52:13","01:52:19"
"353","01:52:19","01:52:22"
"353--360","01:52:22","01:52:23"
"360","01:52:23","01:52:38"
"361","01:52:38","01:52:41"
"361--367","01:52:41","01:52:49"
"367","01:52:49","01:52:50"
"367--369","01:52:50","01:52:54"
"369","01:52:54","01:52:58"
"370","01:52:58","01:53:01"
"370--373","01:53:01","01:53:07"
"373","01:53:07","01:53:09"
"374","01:53:09","01:53:13"
"375","01:53:13","01:53:15"
"376","01:53:15","01:53:17"
"376--381","01:53:17","01:53:31"
"381","01:53:31","01:53:33"
"382","01:53:33","01:53:39"
"383","01:53:39","01:53:41"
"383--385","01:53:41","01:53:44"
"385","01:53:44","01:53:45"
"386","01:53:45","01:53:46"
"386--389","01:53:46","01:53:55"
"389","01:53:55","01:53:59"
"389--391","01:53:59","01:54:03"
"391","01:54:03","01:54:05"
"392","01:54:05","01:54:06"
"393","01:54:06","01:54:09"
"393--395","01:54:09","01:54:17"
"395","01:54:17","01:54:19"
"395--402","01:54:19","01:54:39"
"402","01:54:39","01:54:41"
"403","01:54:41","01:54:43"
"404","01:54:43","01:54:44"
"404--406","01:54:44","01:54:45"
"406","01:54:45","01:54:47"
"406--408","01:54:47","01:54:50"
"408","01:54:50","01:54:52"
"408--410","01:54:52","01:54:56"
"410","01:54:56","01:54:59"
"410--415","01:54:59","01:55:04"
"415","01:55:04","01:55:06"
"415--423","01:55:06","01:55:15"
"423","01:55:15","01:55:17"
"424","01:55:17","01:55:18"
"424--426","01:55:18","01:55:22"
"426","01:55:22","01:55:23"
"426--432","01:55:23","01:55:39"
"432","01:55:39","01:55:43"
"432--434","01:55:43","01:55:44"
"434","01:55:44","01:55:46"
"434--436","01:55:46","01:55:48"
"436","01:55:48","01:55:50"
"436--438","01:55:50","01:55:55"
"438","01:55:55","01:55:58"
"439","01:55:58","01:56:04"
"439--447","01:56:04","01:56:17"
"447","01:56:17","01:56:19"
"448","01:56:19","01:56:26"
"449","01:56:26","01:56:32"
"449--454","01:56:32","01:56:46"
"454","01:56:46","01:56:47"
"454--457","01:56:47","01:56:50"
"457","01:56:50","01:56:51"
"457--461","01:56:51","01:56:53"
"461","01:56:53","01:56:54"
"461--466","01:56:54","01:57:01"
"466","01:57:01","01:57:04"
"467","01:57:04","01:57:05"
"467--471","01:57:05","01:57:11"
"471","01:57:11","01:57:17"
"471--475","01:57:17","01:57:27"
"475","01:57:27","01:57:29"
"476","01:57:29","01:57:35"
"476--479","01:57:35","01:58:00"
"479","01:58:00","01:58:24"
